time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
15.620859,5.096118,-2.96649,-4.247155
15.660867,2.724715,-4.337908,-3.089872
15.690836,2.885049,-2.825023,-0.70846
15.720834,2.386328,-1.550151,0.238374
15.760812,1.240238,-1.203278,0.504533
15.790811,0.461526,-0.989171,1.195254
15.820746,-1.309645,-1.73408,0.853309
15.860755,-3.753656,-0.109187,2.24991
15.890723,-5.121371,0.619466,3.123513
15.920722,-5.688022,1.754631,4.436572
15.9607,-5.398829,1.99036,2.902525
15.990699,-4.012462,1.80589,1.562875
16.020667,-3.143014,1.717223,0.434443
16.060645,-1.693349,2.552683,-0.460918
16.090644,0.098487,2.30853,-0.723959
16.120643,1.159642,0.992581,-2.219741
16.160621,2.986613,-1.981796,-3.737226
16.190589,3.986221,-2.230131,-4.018244
16.220588,4.470596,-2.709378,-2.853599
16.260566,3.392442,-4.190855,-3.154408
16.290565,3.660298,-3.506896,-1.213259
16.320563,3.557357,-2.532168,-0.087172
16.360541,2.506698,-0.490084,0.191374
16.39051,2.480071,-0.03383,0.963582
16.420508,0.579079,-1.303484,0.571882
16.460486,-2.365932,-0.476923,0.894557
16.490485,-3.120553,1.524698,2.39311
16.520453,-5.453663,2.374966,3.349021
16.560462,-5.425318,2.219933,4.65457
16.59043,-5.028274,0.827934,2.6777
16.620429,-5.436439,-1.015328,0.723604
16.660407,-3.059919,1.373898,0.193349
16.690406,-0.272077,2.81058,0.667417
16.720374,0.871838,1.367711,-0.79054
16.760352,1.6285,-1.949938,-3.381133
16.790351,3.386952,-3.476983,-3.801858
16.820315,3.366103,-3.409469,-3.493978
16.860293,3.52974,-4.831573,-3.39891
16.890261,3.383548,-3.24065,-1.240384
16.92026,3.642414,-2.106756,0.564113
16.960238,3.327961,-1.588353,0.208907
16.990237,2.290518,-1.172318,0.326745
17.020235,2.146268,0.222445,0.562444
17.060213,-0.63678,-0.347358,-0.393875
17.090182,-3.379526,0.171414,1.53213
17.12018,-2.546721,3.205162,3.830168
17.160158,-4.965018,1.760789,6.002665
17.190157,-5.122675,0.112611,3.616917
17.220126,-4.443444,-0.79038,1.46629
17.260134,-3.157763,1.170442,-0.140589
17.290102,-0.527667,2.265517,-0.694566
17.320101,1.210454,1.928573,-1.272351
17.360079,1.870252,-0.609264,-2.969034
17.390078,2.256136,-1.954749,-4.327518
17.420046,2.962821,-3.261749,-4.177654
17.460024,3.849189,-2.399918,-3.067939
17.490023,3.328379,-2.479679,-3.293791
17.520022,2.355304,-3.282285,-0.81197
17.56,2.002495,-3.052792,0.381879
17.589999,1.594484,-1.524988,0.11564
17.619967,1.410016,0.169779,0.944523
17.659945,0.073603,-0.560437,0.725925
17.689944,-3.720424,-0.343239,0.690929
17.719942,-3.25571,2.646053,4.11775
17.75992,-5.044245,3.074141,5.019402
17.789889,-5.699236,1.696962,5.097338
17.819848,-5.401007,0.341108,2.542607
17.859827,-5.108797,-0.113258,0.318234
17.889825,-3.193203,1.540218,-0.363962
17.919824,-0.249775,2.599155,-0.373267
17.959802,1.67403,1.401601,-1.729648
17.98977,1.671239,-1.785041,-3.146868
18.019769,3.620378,-3.328852,-4.505066
18.059747,4.281979,-2.631483,-3.232873
18.089746,4.008635,-3.829875,-4.241067
18.119714,2.750894,-4.358652,-2.706925
18.159723,3.392132,-3.152604,-0.133881
18.189691,2.818439,-1.658842,-0.075744
18.21969,1.937202,-0.965693,0.467959
18.259668,0.304593,-0.83482,0.324561
18.289667,-3.173534,-0.447526,1.222016
18.319635,-3.810055,2.434923,3.308529
18.359643,-4.648143,3.533843,4.59563
18.389612,-5.159609,2.445989,4.961808
18.41961,-4.574467,1.343277,2.835597
18.459588,-4.365096,0.256354,1.493224
18.489587,-3.015342,0.857383,0.713238
18.519556,-0.795401,1.417419,0.161271
18.559534,1.595847,0.503974,-1.520897
18.589532,2.0825,-1.769051,-3.465004
18.619531,3.342109,-3.20358,-4.383927
18.659509,4.900832,-2.049533,-3.49986
18.689508,3.548304,-3.643212,-4.610049
18.719476,1.854918,-5.059742,-2.902582
18.759454,2.607955,-3.115648,-0.232212
18.789453,2.106719,-1.541326,-0.191079
18.819429,0.967897,0.25378,0.500474
18.859407,1.38186,0.309872,0.809229
18.899385,-4.233736,-0.522255,0.662047
18.919374,-3.965734,1.90027,2.222183
18.959352,-4.005242,4.740817,5.257175
18.989351,-4.269614,3.627515,5.408838
19.019349,-4.250517,1.687752,2.770423
19.059327,-4.303351,-0.096941,0.676317
19.089296,-2.770432,0.971108,-0.286313
19.119294,-0.756063,1.637022,-0.227793
19.159273,0.982382,0.417713,-1.622452
19.189271,1.309523,-1.723717,-3.349057
19.21927,2.333792,-3.697582,-4.345841
19.259248,4.633813,-3.263434,-2.516489
19.289216,4.317275,-4.138745,-3.483127
19.319215,2.501091,-5.15889,-2.319816
19.359193,2.886895,-4.013763,0.673237
19.389192,3.145408,-2.042252,0.467184
19.41916,2.005175,-0.844647,0.685345
19.459169,0.903023,-0.564704,1.029629
19.489137,-1.968925,-0.439657,0.792877
19.519136,-4.599155,1.589356,2.118152
19.559114,-4.138829,3.847136,4.168059
19.589113,-5.518042,2.544306,3.758782
19.629091,-5.543914,0.999494,1.743799
19.659089,-5.094363,1.666161,0.975779
19.689058,-3.146374,2.281262,0.569976
19.719056,-0.614758,1.946715,0.322711
19.759034,1.568346,0.48653,-1.635815
19.789033,1.804825,-2.022186,-2.942099
19.818944,3.162375,-3.25661,-3.796928
19.858952,4.63388,-3.091251,-3.300718
19.88892,3.459951,-4.817675,-3.923432
19.928898,2.081043,-5.532322,-0.996786
19.958897,3.693808,-2.707858,0.756061
19.988896,3.026388,-1.231446,0.658045
20.018864,1.604568,-0.505064,0.979427
20.058842,1.378286,-0.554814,0.60025
20.088841,-2.877929,-1.649299,0.234161
20.128819,-3.646971,2.404926,2.95158
20.158818,-5.112031,3.40147,4.329323
20.188817,-4.413212,3.054341,3.823509
20.218785,-4.648661,1.440417,2.108874
20.258763,-4.365397,0.369001,0.261438
20.288762,-2.916344,1.379671,-0.514696
20.31876,-0.460122,2.40247,-0.257561
20.358738,1.49772,1.332979,-0.819349
20.388737,1.937468,-0.895066,-2.517131
20.418705,2.228898,-2.715548,-4.195806
