time_tick,acc_X_value,acc_Y_value,acc_Z_value
13.463591,-0.129292,20.123086,0.60785
13.496102,0.791162,17.35948,2.283701
13.529654,-5.404804,13.174116,3.006925
13.563045,-10.886075,8.617937,2.836332
13.596732,-24.521541,-4.665568,1.068151
13.629824,-41.030151,-19.888745,-0.658728
13.662818,-41.410244,-21.737733,-1.670315
13.696344,-16.327243,-11.820296,-3.83056
13.729297,-1.210611,-9.54288,-0.558019
13.763107,3.233634,-9.475391,2.228932
13.795487,7.311255,-12.252615,1.852879
13.829169,3.414104,-18.258235,-1.394223
13.863053,2.290435,-19.534241,-5.273268
13.896306,0.076019,-17.859287,-7.687308
13.929255,-11.842892,-20.341564,-9.254219
13.962558,-31.132916,-30.916233,-12.098034
13.99623,-41.634559,-17.788656,-6.498844
14.029704,-25.409672,-0.111334,-4.978322
14.062979,-8.967204,12.374574,-2.892748
14.096316,-1.443606,18.865636,0.62446
14.129637,2.715271,18.045144,2.651673
14.162653,-1.456624,13.037791,4.764631
14.196429,-7.574627,9.53884,5.190964
14.22966,-17.072913,1.689469,4.018362
14.263763,-39.334846,-13.75518,2.660502
14.296319,-36.922452,-20.406509,0.612339
14.328745,-22.140721,-13.165437,-1.035679
14.362672,-5.784897,-8.720592,-0.495917
14.396337,3.478899,-7.41391,1.180384
14.429336,6.321517,-7.299882,1.281093
14.462809,4.655542,-10.439092,-0.047586
14.496331,3.760378,-19.089801,-5.02501
14.529032,-0.687909,-19.292867,-8.485354
14.562975,-7.63598,-17.863327,-9.21606
14.596391,-22.330918,-27.461276,-9.37977
14.629595,-35.979552,-21.0808,-1.216896
14.663092,-29.818003,-6.665546,2.534952
14.696339,-17.143246,1.828786,-0.534974
14.729616,-4.576231,14.17852,-1.830881
14.762412,0.492475,19.689271,0.832913
14.796552,3.019046,18.384983,3.500597
14.829652,-3.191884,14.277284,6.151672
14.863132,-11.188055,8.883853,7.177474
14.89652,-27.406507,-3.490721,8.028793
14.929025,-42.192427,-15.683179,9.420023
14.963045,-25.973377,-11.993134,6.16095
14.99647,-8.373271,-11.046642,1.678844
15.029867,-1.956881,-8.297103,2.932852
15.063504,5.16762,-8.197441,2.290884
15.096298,4.581319,-10.176319,0.516268
15.129443,3.380135,-15.542365,-2.197507
15.163345,1.817713,-17.095809,-6.864571
15.196189,-7.364528,-15.84629,-10.173625
15.230595,-19.814672,-21.917753,-10.140105
15.262551,-39.428073,-23.061325,-6.882229
15.296465,-33.81781,-5.728332,-2.046367
15.330049,-19.031889,2.352686,-3.673136
15.362613,-8.870684,10.076657,-2.529265
15.396404,-3.088181,15.0038,1.031938
15.429102,-1.451537,14.776642,3.615673
15.462732,-0.66217,13.168729,5.259201
15.496299,-4.179228,9.500681,6.169779
15.529661,-12.022464,2.28011,7.25469
15.563088,-28.583748,-15.115434,6.553762
15.596271,-39.858895,-25.155279,11.944949
15.629683,-15.12142,-16.045914,2.48512
15.663031,-3.354696,-10.368161,0.475116
15.696058,1.820257,-6.647738,0.416456
15.72963,6.723607,-3.593526,-0.235388
15.762897,9.578346,-5.606523,-1.222284
15.796318,7.89576,-12.969405,-3.480396
15.830059,4.581618,-20.224244,-6.289493
15.862664,-3.97721,-21.370659,-8.422354
15.896288,-13.10139,-33.02111,-8.963613
15.929095,-25.019852,-34.229328,-5.608917
15.963391,-26.201881,-15.912582,-0.316046
15.9963,-16.060878,-1.722839,-1.881012
16.028742,-7.981356,12.648121,-1.72658
16.062665,-3.792401,19.025455,1.795865
16.107676,-5.890096,17.055106,6.064729
16.129591,-6.501387,13.703254,7.367072
16.162862,-8.735856,9.089462,6.808305
16.19708,-20.302358,-2.156953,5.109858
16.229976,-38.182745,-22.527848,2.991662
16.262619,-42.487972,-33.924355,1.490893
16.296351,-11.595982,-19.416172,-2.373936
16.329623,-1.011137,-11.911728,-2.251228
16.362927,5.001367,-6.923231,-0.329214
16.397753,11.136877,-4.576231,1.803347
16.428762,10.182754,-7.332804,1.130403
16.462264,9.581189,-13.582941,-1.157488
16.496786,8.853176,-18.902897,-5.663088
16.529723,-3.849714,-21.900694,-12.930497
16.562496,-15.172298,-31.091315,-17.223305
16.596319,-29.458411,-32.866829,-17.802273
16.62958,-29.980216,-11.853667,-9.892895
16.662919,-18.02135,2.85848,-5.815723
16.696253,-9.996298,17.319525,-0.363183
16.729597,-3.256979,21.156969,4.799349
16.762845,-4.760441,17.368907,5.601285
16.796365,-7.061202,12.09115,4.977873
16.829713,-11.488089,8.984563,3.489823
16.862689,-22.1289,-3.733891,0.615332
16.896209,-42.347458,-22.831773,-4.422697
16.929664,-43.075022,-30.205578,-5.534095
16.962885,-11.886139,-14.876754,-6.208836
16.99629,-2.500983,-10.654129,-4.27889
17.029608,1.893881,-8.144018,-0.685514
17.062617,6.120097,-6.757875,3.008272
17.095923,6.380925,-11.350418,2.506968
17.129667,7.690151,-15.654897,-1.087904
17.166444,5.014386,-20.162442,-8.606116
17.196496,-6.816685,-21.590634,-16.346547
17.229214,-18.153336,-26.97793,-22.356656
17.263024,-27.451849,-23.631016,-21.66366
17.296285,-26.514785,-7.294645,-11.440054
17.329697,-17.622552,3.684209,-6.556456
17.362949,-8.350376,14.86164,-2.890503
17.396297,-0.783979,18.18491,0.927637
17.429644,-1.737205,14.97043,1.983517
17.463029,-4.380947,11.120117,2.54393
17.496284,-7.551432,7.528986,2.614113
17.529637,-17.535011,-0.485591,0.839198
17.563368,-39.653884,-19.993794,-5.361108
17.596778,-49.002229,-27.586079,-2.884667
17.629631,-14.8154,-14.585997,-1.5298
17.662898,-3.174825,-9.310784,-0.892171
17.696046,2.691628,-5.646627,0.572085
17.728943,7.521055,-4.298793,1.171704
17.763033,6.224099,-8.712961,-1.980375
17.797563,5.200541,-16.188374,-6.770146
17.829695,7.026933,-19.085312,-11.527146
17.86309,-2.238509,-17.873354,-15.419808
17.896411,-18.239679,-29.004544,-18.138222
17.929656,-38.143538,-30.099332,-15.909589
17.962945,-29.637384,-7.672044,-6.404419
17.996293,-16.073747,3.332249,-4.130295
18.02961,-7.947836,12.924063,-1.323442
18.063075,-3.041792,16.217255,1.023707
18.096311,-4.258689,14.813455,3.134421
18.130221,-6.085829,12.45568,5.447003
18.162627,-6.971715,8.87233,5.955939
18.196634,-10.646497,7.008527,5.084718
18.234482,-21.894409,-3.048077,1.992795
18.274719,-57.834904,-26.580478,-3.971673
18.296267,-29.711607,-22.511237,-8.52456
18.329611,-6.350398,-14.665607,-7.676085
18.362588,0.554876,-10.812601,-4.061609
18.396306,7.64855,-8.270017,-0.260229
18.429595,11.191048,-10.015602,3.611782
18.463053,9.587923,-13.29817,3.161507
18.496287,8.21046,-14.624007,0.52405
18.529634,1.955085,-12.290624,-5.366795
18.60373,-41.931899,-38.94757,-11.575331
18.629588,-35.568183,-23.063121,-4.461006
18.662966,-22.578876,-3.752746,-4.653746
18.696274,-11.910232,10.822627,-4.860702
18.729599,-5.606523,18.310311,-1.974688
18.762951,-1.85243,19.390134,1.918572
18.796256,-2.107871,17.173025,4.501709
18.829598,-5.072746,13.416538,5.811683
18.862967,-10.106735,8.693806,4.979519
18.896282,-28.428269,-7.144553,3.250544
18.929603,-61.773357,-26.08097,0.284172
18.963057,-26.259195,-20.805009,3.172131
18.997189,-4.108297,-14.461045,0.937812
19.029651,1.724186,-9.282651,1.383748
19.062515,6.858585,-6.059193,2.018085
19.096324,9.190471,-6.330346,1.065607
19.1296,6.228588,-10.045381,-1.109602
19.162981,6.34531,-15.169156,-4.81132
19.197499,0.318291,-16.266937,-9.672022
19.229595,-7.684465,-17.904629,-10.731794
19.262636,-31.011106,-33.688967,-13.047518
19.296257,-51.724085,-19.35437,-1.693809
19.329587,-30.999285,-1.903608,-1.234854
19.362923,-15.387335,9.37528,-2.2005
19.396263,-5.333125,17.393898,-0.720531
19.429044,0.450425,21.358987,2.268138
19.462586,1.525311,20.570219,5.39403
19.496272,-0.260678,16.360613,6.860531
19.529639,-7.035313,12.192907,5.404804
19.563026,-18.265717,6.212128,3.810807
19.596277,-45.784157,-10.451961,0.205609
19.629741,-53.451862,-20.646537,1.300696
19.66262,-18.461151,-16.011945,-2.160994
19.696295,-5.970454,-12.617295,-1.951943
19.745641,4.470134,-8.819357,0.735645
19.762956,5.974794,-8.102118,0.9221
19.79628,4.64776,-7.745519,1.597139
19.828894,3.919149,-10.953265,0.542905
19.862656,1.942216,-14.451618,-3.079652
19.896316,-2.995403,-12.706332,-6.473554
19.929644,-13.228586,-20.341864,-10.532768
19.962911,-37.100976,-33.020811,-13.681705
19.996343,-38.145334,-11.799945,-1.215699
20.029582,-19.786239,0.642716,-1.535935
20.062796,-8.748576,12.714712,-1.793321
20.096259,0.551584,20.51949,1.093441
20.129592,1.008145,20.151667,3.085488
20.162678,-0.100261,16.608122,5.253066
20.196272,-6.133266,12.096837,6.044228
20.228867,-14.38383,7.314547,5.734168
20.263047,-38.993809,-8.337806,5.37278
20.296362,-53.563047,-20.688586,5.407198
20.3296,-20.141941,-17.15417,1.647569
20.3627,-5.652313,-12.291073,0.764227
20.396307,1.357112,-8.169607,1.685877
20.42962,7.397749,-5.098036,2.375582
20.462758,5.66219,-5.928105,2.548868
20.496278,3.467526,-11.69744,1.087156
20.529608,1.152849,-17.857491,-4.369424
20.563041,-4.791418,-16.703146,-9.616355
20.596541,-14.781431,-22.725077,-9.918634
20.629397,-32.751005,-32.104996,-6.650731
20.662891,-35.204102,-11.675891,0.692697
20.696299,-19.809883,0.856107,-2.00342
20.729726,-7.557118,12.285985,-2.056842
20.764061,1.534439,22.244574,2.148723
20.796165,1.76429,21.647349,4.190601
20.829816,-0.965646,17.369356,5.319657
20.862964,-6.107228,13.056197,5.856576
20.896288,-20.076696,4.364337,4.985654
20.930499,-43.222869,-9.886161,3.400935
20.962637,-51.360751,-19.424552,2.844114
20.996365,-20.392443,-13.261358,-1.371927
21.029615,-6.743061,-9.114752,-0.62042
21.062908,-0.35211,-7.266512,1.264483
